TemperatureK,PointIndex,Tau_s
180.090000,145,4.909058682761e-07
180.090000,146,4.595790078981e-07
180.090000,147,4.302512516331e-07
180.090000,148,4.027950294878e-07
180.090000,149,3.770909091053e-07
180.090000,150,3.530270812424e-07
180.090000,151,3.304988723182e-07
180.090000,152,3.094082871155e-07
180.090000,153,2.896635850814e-07
180.090000,154,2.711788792743e-07
180.090000,155,2.538737633534e-07
180.090000,156,2.376729632802e-07
180.090000,157,2.225060073000e-07
180.090000,158,2.083069213533e-07
180.090000,159,1.950139414732e-07
180.090000,160,1.825692452276e-07
180.090000,161,1.709186994713e-07
180.090000,162,1.600116262977e-07
180.090000,163,1.498005813738e-07
180.090000,164,1.402411481500e-07
180.090000,165,1.312917443361e-07
180.090000,166,1.229134416150e-07
180.090000,167,1.150697946159e-07
180.090000,168,1.077266855553e-07
180.090000,169,1.008521722277e-07
180.090000,170,9.441635242801e-08
180.090000,171,8.839123026718e-08
180.090000,172,8.275059740509e-08
180.090000,173,7.746991829993e-08
180.090000,174,7.252622235569e-08
180.090000,175,6.789800532602e-08
180.090000,176,6.356513549857e-08
180.090000,177,5.950876484793e-08
180.090000,178,5.571124905887e-08
180.090000,179,5.215606956802e-08
180.090000,180,4.882776164882e-08
180.090000,181,4.571184762963e-08
180.090000,182,4.279477377465e-08
180.090000,183,4.006385123461e-08
180.090000,184,3.750720087420e-08
180.090000,185,3.511370158237e-08
180.090000,186,3.287294207949e-08
180.090000,187,3.077517520390e-08
180.090000,188,2.881127606568e-08
180.090000,189,2.697270195533e-08
180.090000,190,2.525145532784e-08
180.090000,191,2.364004902277e-08
180.090000,192,2.213147365069e-08
180.090000,193,2.071916708238e-08
180.090000,194,1.939698600697e-08
180.090000,195,1.815917910371e-08
180.090000,196,1.700036209720e-08
180.090000,197,1.591549430919e-08
180.090000,198,1.591549430919e-08
199.600000,1,6.529433562744e-03
199.600000,2,6.112879977412e-03
199.600000,3,5.722733561968e-03
199.600000,4,5.357489584673e-03
199.600000,5,5.015597601535e-03
199.600000,6,4.695528635253e-03
199.600000,7,4.395938215492e-03
199.600000,8,4.115402039974e-03
199.600000,9,3.852790992082e-03
199.600000,10,3.606910891601e-03
199.600000,11,3.376719985825e-03
199.600000,12,3.161223197313e-03
199.600000,13,2.959535546644e-03
199.600000,14,2.770658619708e-03
199.600000,15,2.593832088070e-03
199.600000,16,2.428326438289e-03
199.600000,17,2.273349756344e-03
199.600000,18,2.128280486914e-03
199.600000,19,1.992475313502e-03
199.600000,20,1.865322868299e-03
199.600000,21,1.746288011629e-03
199.600000,22,1.634839993959e-03
199.600000,23,1.530527307182e-03
199.600000,24,1.432847267564e-03
199.600000,25,1.341415653931e-03
199.600000,26,1.255808916968e-03
199.600000,27,1.175677151957e-03
199.600000,28,1.100648979550e-03
199.600000,29,1.030409192738e-03
199.600000,30,9.646572623853e-04
199.600000,31,9.030990007030e-04
199.600000,32,8.454670407814e-04
199.600000,33,7.915124210720e-04
199.600000,34,7.410034457657e-04
199.600000,35,6.937183416305e-04
199.600000,36,6.494476625992e-04
199.600000,37,6.080046419011e-04
199.600000,38,5.692053656781e-04
199.600000,39,5.328806909719e-04
199.600000,40,4.988760922803e-04
199.600000,41,4.670409424805e-04
199.600000,42,4.372364522500e-04
199.600000,43,4.093343940596e-04
199.600000,44,3.832131675128e-04
199.600000,45,3.587584684699e-04
199.600000,46,3.358648712756e-04
199.600000,47,3.144316857715e-04
199.600000,48,2.943661440285e-04
199.600000,49,2.755815223123e-04
199.600000,50,2.579952424203e-04
199.600000,51,2.415317678270e-04
199.600000,52,2.261182926246e-04
199.600000,53,2.116889407660e-04
199.600000,54,1.981799429099e-04
199.600000,55,1.855333297878e-04
199.600000,56,1.736936201820e-04
199.600000,57,1.626094175585e-04
199.600000,58,1.522326213346e-04
199.600000,59,1.425179658325e-04
199.600000,60,1.334233215649e-04
199.600000,61,1.249089155370e-04
199.600000,62,1.169379899575e-04
199.600000,63,1.094756565012e-04
199.600000,64,1.024895150924e-04
199.600000,65,9.594924288475e-05
199.600000,66,8.982629217833e-05
199.600000,67,8.409408051640e-05
199.600000,68,7.872764597151e-05
199.600000,69,7.370369261485e-05
199.600000,70,6.900034037025e-05
199.600000,71,6.459713707070e-05
199.600000,72,6.047490154539e-05
199.600000,73,5.661574067626e-05
199.600000,74,5.300283208894e-05
199.600000,75,4.962049005124e-05
199.600000,76,4.645398894768e-05
199.600000,77,4.348955561473e-05
199.600000,78,4.071429381425e-05
199.600000,79,3.811613314724e-05
199.600000,80,3.568378069335e-05
199.600000,81,3.340663949550e-05
199.600000,82,3.127481605455e-05
199.600000,83,2.927903388111e-05
199.600000,84,2.741060623900e-05
199.600000,85,2.566141895128e-05
199.600000,86,2.402384816915e-05
199.600000,87,2.249078254073e-05
199.600000,88,2.105554709343e-05
199.600000,89,1.971189975840e-05
199.600000,90,1.845399654793e-05
199.600000,91,1.727636573130e-05
199.600000,92,1.617388506217e-05
199.600000,93,1.514175804402e-05
199.600000,94,1.417549610619e-05
199.600000,95,1.327089547386e-05
199.600000,96,1.242402129948e-05
199.600000,97,1.163118975972e-05
199.600000,98,1.088895316944e-05
199.600000,99,1.019408075638e-05
199.600000,100,9.543551939859e-06
199.600000,101,8.934535834089e-06
199.600000,102,8.364383762295e-06
199.600000,103,7.830615930373e-06
199.600000,104,7.330909660107e-06
199.600000,105,6.863092186551e-06
199.600000,106,6.425128228775e-06
199.600000,107,6.015112452158e-06
199.600000,108,5.631261752374e-06
199.600000,109,5.271906071626e-06
199.600000,110,4.935482642398e-06
199.600000,111,4.620527770452e-06
199.600000,112,4.325671649181e-06
199.600000,113,4.049631574916e-06
199.600000,114,3.791206757631e-06
199.600000,115,3.549273188559e-06
199.600000,116,3.322778501714e-06
199.600000,117,3.110737386472e-06
199.600000,118,2.912227566817e-06
199.600000,119,2.726385550847e-06
199.600000,120,2.552402910337e-06
199.600000,121,2.389522841926e-06
199.600000,122,2.237036898084e-06
199.600000,123,2.094281742188e-06
199.600000,124,1.960636436352e-06
199.600000,125,1.835519612738e-06
199.600000,126,1.718387031686e-06
199.600000,127,1.608729211037e-06
199.600000,128,1.506069133759e-06
199.600000,129,1.409960242410e-06
199.600000,130,1.319984482573e-06
199.600000,131,1.235750473864e-06
199.600000,132,1.156891805808e-06
199.600000,133,1.083065458531e-06
199.600000,134,1.013950293731e-06
199.600000,135,9.492456704016e-07
199.600000,136,8.886701326418e-07
199.600000,137,8.319601873591e-07
199.600000,138,7.788691540701e-07
199.600000,139,7.291660928748e-07
199.600000,140,6.826347998415e-07
199.600000,141,6.390728740449e-07
199.600000,142,5.982908258250e-07
199.600000,143,5.601112604797e-07
199.600000,144,5.243681001920e-07
199.600000,145,4.909058682761e-07
199.600000,146,4.595790078981e-07
199.600000,147,4.302512516331e-07
199.600000,148,4.027950294878e-07
199.600000,149,3.770909091053e-07
199.600000,150,3.530270812424e-07
199.600000,151,3.304988723182e-07
199.600000,152,3.094082871155e-07
199.600000,153,2.896635850814e-07
199.600000,154,2.711788792743e-07
199.600000,155,2.538737633534e-07
199.600000,156,2.376729632802e-07
199.600000,157,2.225060073000e-07
199.600000,158,2.083069213533e-07
199.600000,159,1.950139414732e-07
199.600000,160,1.825692452276e-07
199.600000,161,1.709186994713e-07
199.600000,162,1.600116262977e-07
199.600000,163,1.498005813738e-07
199.600000,164,1.402411481500e-07
199.600000,165,1.312917443361e-07
199.600000,166,1.229134416150e-07
199.600000,167,1.150697946159e-07
199.600000,168,1.077266855553e-07
199.600000,169,1.008521722277e-07
199.600000,170,9.441635242801e-08
199.600000,171,8.839123026718e-08
199.600000,172,8.275059740509e-08
199.600000,173,7.746991829993e-08
199.600000,174,7.252622235569e-08
199.600000,175,6.789800532602e-08
199.600000,176,6.356513549857e-08
199.600000,177,5.950876484793e-08
199.600000,178,5.571124905887e-08
199.600000,179,5.215606956802e-08
199.600000,180,4.882776164882e-08
199.600000,181,4.571184762963e-08
199.600000,182,4.279477377465e-08
199.600000,183,4.006385123461e-08
199.600000,184,3.750720087420e-08
199.600000,185,3.511370158237e-08
199.600000,186,3.287294207949e-08
199.600000,187,3.077517520390e-08
199.600000,188,2.881127606568e-08
199.600000,189,2.697270195533e-08
199.600000,190,2.525145532784e-08
199.600000,191,2.364004902277e-08
199.600000,192,2.213147365069e-08
199.600000,193,2.071916708238e-08
199.600000,194,1.939698600697e-08
199.600000,195,1.815917910371e-08
199.600000,196,1.700036209720e-08
199.600000,197,1.591549430919e-08
199.600000,198,1.591549430919e-08
209.570000,1,6.529433562744e-03
209.570000,2,6.112879977412e-03
209.570000,3,5.722733561968e-03
209.570000,4,5.357489584673e-03
209.570000,5,5.015597601535e-03
209.570000,6,4.695528635253e-03
209.570000,7,4.395938215492e-03
209.570000,8,4.115402039974e-03
209.570000,9,3.852790992082e-03
209.570000,10,3.606910891601e-03
209.570000,11,3.376719985825e-03
209.570000,12,3.161223197313e-03
209.570000,13,2.959535546644e-03
209.570000,14,2.770658619708e-03
209.570000,15,2.593832088070e-03
209.570000,16,2.428326438289e-03
209.570000,17,2.273349756344e-03
209.570000,18,2.128280486914e-03
209.570000,19,1.992475313502e-03
209.570000,20,1.865322868299e-03
209.570000,21,1.746288011629e-03
209.570000,22,1.634839993959e-03
209.570000,23,1.530527307182e-03
209.570000,24,1.432847267564e-03
209.570000,25,1.341415653931e-03
209.570000,26,1.255808916968e-03
209.570000,27,1.175677151957e-03
209.570000,28,1.100648979550e-03
209.570000,29,1.030409192738e-03
209.570000,30,9.646572623853e-04
209.570000,31,9.030990007030e-04
209.570000,32,8.454670407814e-04
209.570000,33,7.915124210720e-04
209.570000,34,7.410034457657e-04
209.570000,35,6.937183416305e-04
209.570000,36,6.494476625992e-04
209.570000,37,6.080046419011e-04
209.570000,38,5.692053656781e-04
209.570000,39,5.328806909719e-04
209.570000,40,4.988760922803e-04
209.570000,41,4.670409424805e-04
209.570000,42,4.372364522500e-04
209.570000,43,4.093343940596e-04
209.570000,44,3.832131675128e-04
209.570000,45,3.587584684699e-04
209.570000,46,3.358648712756e-04
209.570000,47,3.144316857715e-04
209.570000,48,2.943661440285e-04
209.570000,49,2.755815223123e-04
209.570000,50,2.579952424203e-04
209.570000,51,2.415317678270e-04
209.570000,52,2.261182926246e-04
209.570000,53,2.116889407660e-04
209.570000,54,1.981799429099e-04
209.570000,55,1.855333297878e-04
209.570000,56,1.736936201820e-04
209.570000,57,1.626094175585e-04
209.570000,58,1.522326213346e-04
209.570000,59,1.425179658325e-04
209.570000,60,1.334233215649e-04
209.570000,61,1.249089155370e-04
209.570000,62,1.169379899575e-04
209.570000,63,1.094756565012e-04
209.570000,64,1.024895150924e-04
209.570000,65,9.594924288475e-05
209.570000,66,8.982629217833e-05
209.570000,67,8.409408051640e-05
209.570000,68,7.872764597151e-05
209.570000,69,7.370369261485e-05
209.570000,70,6.900034037025e-05
209.570000,71,6.459713707070e-05
209.570000,72,6.047490154539e-05
209.570000,73,5.661574067626e-05
209.570000,74,5.300283208894e-05
209.570000,75,4.962049005124e-05
209.570000,76,4.645398894768e-05
209.570000,77,4.348955561473e-05
209.570000,78,4.071429381425e-05
209.570000,79,3.811613314724e-05
209.570000,80,3.568378069335e-05
209.570000,81,3.340663949550e-05
209.570000,82,3.127481605455e-05
209.570000,83,2.927903388111e-05
209.570000,84,2.741060623900e-05
209.570000,85,2.566141895128e-05
209.570000,86,2.402384816915e-05
209.570000,87,2.249078254073e-05
209.570000,88,2.105554709343e-05
209.570000,89,1.971189975840e-05
209.570000,90,1.845399654793e-05
209.570000,91,1.727636573130e-05
209.570000,92,1.617388506217e-05
209.570000,93,1.514175804402e-05
209.570000,94,1.417549610619e-05
209.570000,95,1.327089547386e-05
209.570000,96,1.242402129948e-05
209.570000,97,1.163118975972e-05
209.570000,98,1.088895316944e-05
209.570000,99,1.019408075638e-05
209.570000,100,9.543551939859e-06
209.570000,101,8.934535834089e-06
209.570000,102,8.364383762295e-06
209.570000,103,7.830615930373e-06
209.570000,104,7.330909660107e-06
209.570000,105,6.863092186551e-06
209.570000,106,6.425128228775e-06
209.570000,107,6.015112452158e-06
209.570000,108,5.631261752374e-06
209.570000,109,5.271906071626e-06
209.570000,110,4.935482642398e-06
209.570000,111,4.620527770452e-06
209.570000,112,4.325671649181e-06
209.570000,113,4.049631574916e-06
209.570000,114,3.791206757631e-06
209.570000,115,3.549273188559e-06
209.570000,116,3.322778501714e-06
209.570000,117,3.110737386472e-06
209.570000,118,2.912227566817e-06
209.570000,119,2.726385550847e-06
209.570000,120,2.552402910337e-06
209.570000,121,2.389522841926e-06
209.570000,122,2.237036898084e-06
209.570000,123,2.094281742188e-06
209.570000,124,1.960636436352e-06
209.570000,125,1.835519612738e-06
209.570000,126,1.718387031686e-06
209.570000,127,1.608729211037e-06
209.570000,128,1.506069133759e-06
209.570000,129,1.409960242410e-06
209.570000,130,1.319984482573e-06
209.570000,131,1.235750473864e-06
209.570000,132,1.156891805808e-06
209.570000,133,1.083065458531e-06
209.570000,134,1.013950293731e-06
209.570000,135,9.492456704016e-07
209.570000,136,8.886701326418e-07
209.570000,137,8.319601873591e-07
209.570000,138,7.788691540701e-07
209.570000,139,7.291660928748e-07
209.570000,140,6.826347998415e-07
209.570000,141,6.390728740449e-07
209.570000,142,5.982908258250e-07
209.570000,143,5.601112604797e-07
209.570000,144,5.243681001920e-07
209.570000,145,4.909058682761e-07
209.570000,146,4.595790078981e-07
209.570000,147,4.302512516331e-07
209.570000,148,4.027950294878e-07
209.570000,149,3.770909091053e-07
209.570000,150,3.530270812424e-07
209.570000,151,3.304988723182e-07
209.570000,152,3.094082871155e-07
209.570000,153,2.896635850814e-07
209.570000,154,2.711788792743e-07
209.570000,155,2.538737633534e-07
209.570000,156,2.376729632802e-07
209.570000,157,2.225060073000e-07
209.570000,158,2.083069213533e-07
209.570000,159,1.950139414732e-07
209.570000,160,1.825692452276e-07
209.570000,161,1.709186994713e-07
209.570000,162,1.600116262977e-07
209.570000,163,1.498005813738e-07
209.570000,164,1.402411481500e-07
209.570000,165,1.312917443361e-07
209.570000,166,1.229134416150e-07
209.570000,167,1.150697946159e-07
209.570000,168,1.077266855553e-07
209.570000,169,1.008521722277e-07
209.570000,170,9.441635242801e-08
209.570000,171,8.839123026718e-08
209.570000,172,8.275059740509e-08
209.570000,173,7.746991829993e-08
209.570000,174,7.252622235569e-08
209.570000,175,6.789800532602e-08
209.570000,176,6.356513549857e-08
209.570000,177,5.950876484793e-08
209.570000,178,5.571124905887e-08
209.570000,179,5.215606956802e-08
209.570000,180,4.882776164882e-08
209.570000,181,4.571184762963e-08
209.570000,182,4.279477377465e-08
209.570000,183,4.006385123461e-08
209.570000,184,3.750720087420e-08
209.570000,185,3.511370158237e-08
209.570000,186,3.287294207949e-08
209.570000,187,3.077517520390e-08
209.570000,188,2.881127606568e-08
209.570000,189,2.697270195533e-08
209.570000,190,2.525145532784e-08
209.570000,191,2.364004902277e-08
209.570000,192,2.213147365069e-08
209.570000,193,2.071916708238e-08
209.570000,194,1.939698600697e-08
209.570000,195,1.815917910371e-08
209.570000,196,1.700036209720e-08
209.570000,197,1.591549430919e-08
209.570000,198,1.591549430919e-08
239.940000,1,6.529433562744e-03
239.940000,2,6.112879977412e-03
239.940000,3,5.722733561968e-03
239.940000,4,5.357489584673e-03
239.940000,5,5.015597601535e-03
239.940000,6,4.695528635253e-03
239.940000,7,4.395938215492e-03
239.940000,8,4.115402039974e-03
239.940000,9,3.852790992082e-03
239.940000,10,3.606910891601e-03
239.940000,11,3.376719985825e-03
239.940000,12,3.161223197313e-03
239.940000,13,2.959535546644e-03
239.940000,14,2.770658619708e-03
239.940000,15,2.593832088070e-03
239.940000,16,2.428326438289e-03
239.940000,17,2.273349756344e-03
239.940000,18,2.128280486914e-03
239.940000,19,1.992475313502e-03
239.940000,20,1.865322868299e-03
239.940000,21,1.746288011629e-03
239.940000,22,1.634839993959e-03
239.940000,23,1.530527307182e-03
239.940000,24,1.432847267564e-03
239.940000,25,1.341415653931e-03
239.940000,26,1.255808916968e-03
239.940000,27,1.175677151957e-03
239.940000,28,1.100648979550e-03
239.940000,29,1.030409192738e-03
239.940000,30,9.646572623853e-04
239.940000,31,9.030990007030e-04
239.940000,32,8.454670407814e-04
239.940000,33,7.915124210720e-04
239.940000,34,7.410034457657e-04
239.940000,35,6.937183416305e-04
239.940000,36,6.494476625992e-04
239.940000,37,6.080046419011e-04
239.940000,38,5.692053656781e-04
239.940000,39,5.328806909719e-04
239.940000,40,4.988760922803e-04
239.940000,41,4.670409424805e-04
239.940000,42,4.372364522500e-04
239.940000,43,4.093343940596e-04
239.940000,44,3.832131675128e-04
239.940000,45,3.587584684699e-04
239.940000,46,3.358648712756e-04
239.940000,47,3.144316857715e-04
239.940000,48,2.943661440285e-04
239.940000,49,2.755815223123e-04
239.940000,50,2.579952424203e-04
239.940000,51,2.415317678270e-04
239.940000,52,2.261182926246e-04
239.940000,53,2.116889407660e-04
239.940000,54,1.981799429099e-04
239.940000,55,1.855333297878e-04
239.940000,56,1.736936201820e-04
239.940000,57,1.626094175585e-04
239.940000,58,1.522326213346e-04
239.940000,59,1.425179658325e-04
239.940000,60,1.334233215649e-04
239.940000,61,1.249089155370e-04
239.940000,62,1.169379899575e-04
239.940000,63,1.094756565012e-04
239.940000,64,1.024895150924e-04
239.940000,65,9.594924288475e-05
239.940000,66,8.982629217833e-05
239.940000,67,8.409408051640e-05
239.940000,68,7.872764597151e-05
239.940000,69,7.370369261485e-05
239.940000,70,6.900034037025e-05
239.940000,71,6.459713707070e-05
239.940000,72,6.047490154539e-05
239.940000,73,5.661574067626e-05
239.940000,74,5.300283208894e-05
239.940000,75,4.962049005124e-05
239.940000,76,4.645398894768e-05
239.940000,77,4.348955561473e-05
239.940000,78,4.071429381425e-05
239.940000,79,3.811613314724e-05
239.940000,80,3.568378069335e-05
239.940000,81,3.340663949550e-05
239.940000,82,3.127481605455e-05
239.940000,83,2.927903388111e-05
239.940000,84,2.741060623900e-05
239.940000,85,2.566141895128e-05
239.940000,86,2.402384816915e-05
239.940000,87,2.249078254073e-05
239.940000,88,2.105554709343e-05
239.940000,89,1.971189975840e-05
239.940000,90,1.845399654793e-05
239.940000,91,1.727636573130e-05
239.940000,92,1.617388506217e-05
239.940000,93,1.514175804402e-05
239.940000,94,1.417549610619e-05
239.940000,95,1.327089547386e-05
239.940000,96,1.242402129948e-05
239.940000,97,1.163118975972e-05
239.940000,98,1.088895316944e-05
239.940000,99,1.019408075638e-05
239.940000,100,9.543551939859e-06
239.940000,101,8.934535834089e-06
239.940000,102,8.364383762295e-06
239.940000,103,7.830615930373e-06
239.940000,104,7.330909660107e-06
239.940000,105,6.863092186551e-06
239.940000,106,6.425128228775e-06
239.940000,107,6.015112452158e-06
239.940000,108,5.631261752374e-06
239.940000,109,5.271906071626e-06
239.940000,110,4.935482642398e-06
239.940000,111,4.620527770452e-06
239.940000,112,4.325671649181e-06
239.940000,113,4.049631574916e-06
239.940000,114,3.791206757631e-06
239.940000,115,3.549273188559e-06
239.940000,116,3.322778501714e-06
239.940000,117,3.110737386472e-06
239.940000,118,2.912227566817e-06
239.940000,119,2.726385550847e-06
239.940000,120,2.552402910337e-06
239.940000,121,2.389522841926e-06
239.940000,122,2.237036898084e-06
239.940000,123,2.094281742188e-06
239.940000,124,1.960636436352e-06
239.940000,125,1.835519612738e-06
239.940000,126,1.718387031686e-06
239.940000,127,1.608729211037e-06
239.940000,128,1.506069133759e-06
239.940000,129,1.409960242410e-06
239.940000,130,1.319984482573e-06
239.940000,131,1.235750473864e-06
239.940000,132,1.156891805808e-06
239.940000,133,1.083065458531e-06
239.940000,134,1.013950293731e-06
239.940000,135,9.492456704016e-07
239.940000,136,8.886701326418e-07
239.940000,137,8.319601873591e-07
239.940000,138,7.788691540701e-07
239.940000,139,7.291660928748e-07
239.940000,140,6.826347998415e-07
239.940000,141,6.390728740449e-07
239.940000,142,5.982908258250e-07
239.940000,143,5.601112604797e-07
239.940000,144,5.243681001920e-07
239.940000,145,4.909058682761e-07
239.940000,146,4.595790078981e-07
239.940000,147,4.302512516331e-07
239.940000,148,4.027950294878e-07
239.940000,149,3.770909091053e-07
239.940000,150,3.530270812424e-07
239.940000,151,3.304988723182e-07
239.940000,152,3.094082871155e-07
239.940000,153,2.896635850814e-07
239.940000,154,2.711788792743e-07
239.940000,155,2.538737633534e-07
239.940000,156,2.376729632802e-07
239.940000,157,2.225060073000e-07
239.940000,158,2.083069213533e-07
239.940000,159,1.950139414732e-07
239.940000,160,1.825692452276e-07
239.940000,161,1.709186994713e-07
239.940000,162,1.600116262977e-07
239.940000,163,1.498005813738e-07
239.940000,164,1.402411481500e-07
239.940000,165,1.312917443361e-07
239.940000,166,1.229134416150e-07
239.940000,167,1.150697946159e-07
239.940000,168,1.077266855553e-07
239.940000,169,1.008521722277e-07
239.940000,170,9.441635242801e-08
239.940000,171,8.839123026718e-08
239.940000,172,8.275059740509e-08
239.940000,173,7.746991829993e-08
239.940000,174,7.252622235569e-08
239.940000,175,6.789800532602e-08
239.940000,176,6.356513549857e-08
239.940000,177,5.950876484793e-08
239.940000,178,5.571124905887e-08
239.940000,179,5.215606956802e-08
239.940000,180,4.882776164882e-08
239.940000,181,4.571184762963e-08
239.940000,182,4.279477377465e-08
239.940000,183,4.006385123461e-08
239.940000,184,3.750720087420e-08
239.940000,185,3.511370158237e-08
239.940000,186,3.287294207949e-08
239.940000,187,3.077517520390e-08
239.940000,188,2.881127606568e-08
239.940000,189,2.697270195533e-08
239.940000,190,2.525145532784e-08
239.940000,191,2.364004902277e-08
239.940000,192,2.213147365069e-08
239.940000,193,2.071916708238e-08
239.940000,194,1.939698600697e-08
239.940000,195,1.815917910371e-08
239.940000,196,1.700036209720e-08
239.940000,197,1.591549430919e-08
239.940000,198,1.591549430919e-08
